日期,渠道,曝光数,访客数,加购数,下单数
2024-02-04,京东,441,77,24,2
2024-02-04,拼多多,439,69,19,2
2024-02-04,抖音,442,77,21,1
2024-02-04,微信小程序,294,62,14,1
2024-02-05,天猫,525,126,35,4
2024-02-05,京东,534,91,21,3
2024-02-05,拼多多,550,106,27,3
2024-02-05,抖音,152,38,13,0
2024-02-05,微信小程序,361,54,12,1
2024-02-06,天猫,909,152,34,6
2024-02-06,京东,389,85,26,2
2024-02-06,拼多多,89,15,4,0
2024-02-06,抖音,1152,237,54,4
2024-02-06,微信小程序,446,109,27,2
2024-02-07,天猫,974,161,41,6
2024-02-07,京东,275,66,23,2
2024-02-07,拼多多,470,111,36,3
2024-02-07,抖音,756,150,52,2
2024-02-07,微信小程序,334,68,18,1
2024-02-08,天猫,233,45,14,0
2024-02-08,京东,323,47,16,0
2024-02-08,拼多多,75,18,4,0
2024-02-08,抖音,265,48,12,0
2024-02-08,微信小程序,223,32,10,0
2024-02-09,天猫,410,64,14,2
2024-02-09,京东,412,78,27,3
2024-02-09,拼多多,438,72,21,1
2024-02-09,抖音,664,142,47,2
2024-02-09,微信小程序,375,81,22,2
2024-02-10,天猫,751,136,35,5
2024-02-10,京东,534,78,27,3
2024-02-10,拼多多,852,200,62,6
2024-02-10,抖音,798,130,30,2
2024-02-10,微信小程序,191,35,9,0
2024-02-11,天猫,692,111,27,4
2024-02-11,京东,698,149,38,6
2024-02-11,拼多多,1190,208,51,7
2024-02-11,抖音,604,93,22,1
2024-02-11,微信小程序,226,35,11,0
2024-02-12,天猫,713,125,38,4
2024-02-12,京东,467,100,33,3
2024-02-12,拼多多,212,49,14,0
2024-02-12,抖音,574,91,23,1
2024-02-12,微信小程序,325,60,20,1
2024-02-13,天猫,571,86,23,3
2024-02-13,京东,488,85,28,2
2024-02-13,拼多多,586,97,31,3
2024-02-13,抖音,378,79,18,1
2024-02-13,微信小程序,355,79,22,1
2024-02-14,天猫,608,109,30,4
2024-02-14,京东,530,104,31,4
2024-02-14,拼多多,270,48,13,1
2024-02-14,抖音,147,24,7,0
2024-02-14,微信小程序,564,105,27,2
2024-02-15,天猫,198,33,10,0
2024-02-15,京东,201,48,10,0
2024-02-15,拼多多,208,49,12,0
2024-02-15,抖音,40,10,3,0
2024-02-15,微信小程序,226,37,12,0
2024-02-16,天猫,785,186,45,7
2024-02-16,京东,258,59,17,1
2024-02-16,拼多多,532,128,36,4
2024-02-16,抖音,457,101,27,1
2024-02-16,微信小程序,342,70,20,1
2024-02-17,天猫,926,211,51,9
2024-02-17,京东,723,116,38,4
2024-02-17,拼多多,200,36,11,1
2024-02-17,抖音,559,80,25,1
2024-02-17,微信小程序,694,154,38,4
2024-02-18,天猫,716,135,31,4
2024-02-18,京东,360,77,22,3
2024-02-18,拼多多,544,88,24,2
2024-02-18,抖音,652,101,21,1
2024-02-18,微信小程序,455,84,21,2
2024-02-19,天猫,376,76,23,2
2024-02-19,京东,765,114,31,4
2024-02-19,拼多多,555,85,29,2
2024-02-19,抖音,558,85,18,1
2024-02-19,微信小程序,211,34,10,0
2024-02-20,天猫,971,162,47,6
2024-02-20,京东,369,62,14,2
2024-02-20,拼多多,425,73,20,2
2024-02-20,抖音,1260,195,59,3
2024-02-20,微信小程序,425,61,21,1
2024-02-21,天猫,685,102,31,3
2024-02-21,京东,248,52,16,1
2024-02-21,拼多多,336,58,17,1
2024-02-21,抖音,532,76,18,1
2024-02-21,微信小程序,189,33,7,0
2024-02-22,天猫,267,46,11,0
2024-02-22,京东,232,46,16,0
2024-02-22,拼多多,146,35,11,0
2024-02-22,抖音,69,13,3,0
2024-02-22,微信小程序,168,24,6,0
2024-02-23,天猫,515,105,27,4
2024-02-23,京东,277,56,13,2
2024-02-23,拼多多,414,79,26,2
2024-02-23,抖音,185,30,10,0
2024-02-23,微信小程序,424,67,16,1
2024-02-24,天猫,626,140,35,5
2024-02-24,京东,517,124,31,4
2024-02-24,拼多多,158,26,7,0
2024-02-24,抖音,399,76,21,1
2024-02-24,微信小程序,294,60,17,1
2024-02-25,天猫,491,90,26,2
2024-02-25,京东,480,102,28,4
2024-02-25,拼多多,591,101,30,3
2024-02-25,抖音,1261,238,74,4
2024-02-25,微信小程序,132,19,4,0
2024-02-26,天猫,387,80,23,3
2024-02-26,京东,586,86,26,2
2024-02-26,拼多多,244,49,12,1
2024-02-26,抖音,1140,182,40,3
2024-02-26,微信小程序,177,31,7,0
2024-02-27,天猫,430,91,30,3
2024-02-27,京东,310,52,11,2
2024-02-27,拼多多,611,96,20,3
2024-02-27,抖音,848,140,44,2
2024-02-27,微信小程序,364,81,25,2
2024-02-28,天猫,620,151,32,6
2024-02-28,京东,571,113,39,4
2024-02-28,拼多多,848,129,43,4
2024-02-28,抖音,1167,181,56,3
2024-02-28,微信小程序,220,33,8,0
2024-02-29,天猫,92,14,3,0
2024-02-29,京东,204,41,12,0
2024-02-29,拼多多,261,49,13,0
2024-02-29,抖音,183,37,12,0
2024-02-29,微信小程序,266,42,13,0
2024-03-01,天猫,230,39,8,0
2024-03-01,京东,667,126,30,5
2024-03-01,拼多多,462,66,23,1
2024-03-01,抖音,188,28,6,0
2024-03-01,微信小程序,66,12,4,0
2024-03-02,天猫,506,111,29,3
2024-03-02,京东,536,88,27,3
2024-03-02,拼多多,495,74,17,2
2024-03-02,抖音,811,128,42,2
2024-03-02,微信小程序,176,41,14,0
2024-03-03,天猫,1172,242,70,9
2024-03-03,京东,385,80,22,3
2024-03-03,拼多多,745,129,26,4
2024-03-03,抖音,1063,205,59,3
2024-03-03,微信小程序,179,35,11,0
2024-03-04,天猫,1648,271,70,11
2024-03-04,京东,428,88,25,3
2024-03-04,拼多多,283,41,14,0
2024-03-04,抖音,61,11,2,0
2024-03-04,微信小程序,810,137,37,3
2024-03-05,天猫,994,209,60,8
2024-03-05,京东,478,84,25,3
2024-03-05,拼多多,390,86,25,2
2024-03-05,抖音,1126,208,43,3
2024-03-05,微信小程序,197,46,16,1
2024-03-06,天猫,607,124,28,4
2024-03-06,京东,473,68,17,2
2024-03-06,拼多多,653,124,25,3
2024-03-06,抖音,665,122,37,2
2024-03-06,微信小程序,717,128,43,3
2024-03-07,天猫,750,160,55,6
2024-03-07,京东,466,75,18,3
2024-03-07,拼多多,86,20,7,0
2024-03-07,抖音,667,120,27,2
2024-03-07,微信小程序,499,118,41,3
2024-03-08,天猫,795,173,53,6
2024-03-08,京东,322,63,22,2
2024-03-08,拼多多,510,100,27,2
2024-03-08,抖音,1099,182,44,3
2024-03-08,微信小程序,709,134,35,3
2024-03-09,天猫,822,157,35,5
2024-03-09,京东,529,86,22,3
2024-03-09,拼多多,393,94,32,2
2024-03-09,抖音,907,186,59,3
2024-03-09,微信小程序,490,76,26,2
2024-03-10,天猫,514,99,27,4
2024-03-10,京东,653,115,33,4
2024-03-10,拼多多,276,67,15,1
2024-03-10,抖音,1208,189,55,3
2024-03-10,微信小程序,519,92,30,2
2024-03-11,天猫,83,14,5,0
2024-03-11,京东,200,31,10,0
2024-03-11,拼多多,186,42,10,0
2024-03-11,抖音,226,37,9,0
2024-03-11,微信小程序,61,11,3,0
2024-03-12,天猫,591,146,46,6
2024-03-12,京东,878,127,38,5
2024-03-12,拼多多,598,98,20,2
2024-03-12,抖音,619,148,49,2
2024-03-12,微信小程序,874,132,35,4
2024-03-13,天猫,1201,180,45,6
2024-03-13,京东,975,148,35,5
2024-03-13,拼多多,927,175,42,5
2024-03-13,抖音,465,70,20,1
2024-03-13,微信小程序,183,29,7,0
2024-03-14,天猫,413,86,22,2
2024-03-14,京东,373,74,16,3
2024-03-14,拼多多,431,68,14,2
2024-03-14,抖音,1174,199,65,3
2024-03-14,微信小程序,251,49,10,1
2024-03-15,天猫,646,112,31,4
2024-03-15,京东,602,133,27,5
2024-03-15,拼多多,527,110,37,3
2024-03-15,抖音,312,46,14,0
2024-03-15,微信小程序,256,48,16,1
2024-03-16,天猫,773,188,45,7
2024-03-16,京东,961,143,44,5
2024-03-16,拼多多,426,74,15,2
2024-03-16,抖音,650,99,26,1
2024-03-16,微信小程序,130,28,6,0
2024-03-17,天猫,762,123,42,4
2024-03-17,京东,408,95,33,3
2024-03-17,拼多多,228,43,15,1
2024-03-17,抖音,500,100,26,1
2024-03-17,微信小程序,520,102,33,3
2024-03-18,天猫,590,102,22,4
2024-03-18,京东,527,88,18,3
2024-03-18,拼多多,559,99,33,3
2024-03-18,抖音,784,156,41,2
2024-03-18,微信小程序,450,99,24,2
2024-03-19,天猫,377,86,24,3
2024-03-19,京东,625,155,39,6
2024-03-19,拼多多,524,76,24,2
2024-03-19,抖音,1678,257,79,4
2024-03-19,微信小程序,105,17,4,0
2024-03-20,天猫,488,74,22,2
2024-03-20,京东,146,34,7,1
2024-03-20,拼多多,505,123,27,4
2024-03-20,抖音,442,86,21,1
2024-03-20,微信小程序,245,61,17,1
2024-03-21,天猫,83,17,5,0
2024-03-21,京东,298,46,11,0
2024-03-21,拼多多,272,41,8,0
2024-03-21,抖音,212,37,11,0
2024-03-21,微信小程序,100,18,4,0
2024-03-22,天猫,411,76,24,3
2024-03-22,京东,587,86,30,3
2024-03-22,拼多多,390,89,25,2
2024-03-22,抖音,589,127,26,2
2024-03-22,微信小程序,344,64,13,1
2024-03-23,天猫,957,156,42,5
2024-03-23,京东,515,90,31,3
2024-03-23,拼多多,483,73,18,2
2024-03-23,抖音,741,179,43,3
2024-03-23,微信小程序,298,54,13,1
2024-03-24,天猫,597,115,26,4
2024-03-24,京东,118,29,8,0
2024-03-24,拼多多,1182,191,62,6
2024-03-24,抖音,849,207,55,3
2024-03-24,微信小程序,91,18,6,0
2024-03-25,天猫,645,104,22,4
2024-03-25,京东,109,24,6,0
2024-03-25,拼多多,630,139,40,4
2024-03-25,抖音,929,142,33,2
2024-03-25,微信小程序,272,43,13,1
2024-03-26,天猫,862,139,29,5
2024-03-26,京东,662,114,35,5
2024-03-26,拼多多,605,107,31,3
2024-03-26,抖音,330,70,22,1
2024-03-26,微信小程序,429,73,20,1
2024-03-27,天猫,1000,222,55,8
2024-03-27,京东,561,82,24,2
2024-03-27,拼多多,440,96,21,2
2024-03-27,抖音,83,16,4,0
2024-03-27,微信小程序,256,49,12,1
2024-03-28,天猫,757,151,53,6
2024-03-28,京东,593,108,38,4
2024-03-28,拼多多,531,89,24,2
2024-03-28,抖音,637,129,32,2
2024-03-28,微信小程序,383,95,21,2
2024-03-29,天猫,268,44,13,1
2024-03-29,京东,610,91,26,4
2024-03-29,拼多多,625,120,30,3
2024-03-29,抖音,697,157,46,2
2024-03-29,微信小程序,330,73,23,1
2024-03-30,天猫,742,111,31,4
2024-03-30,京东,394,79,27,2
2024-03-30,拼多多,1209,199,69,6
2024-03-30,抖音,966,140,34,2
2024-03-30,微信小程序,467,101,22,2
2024-03-31,天猫,55,11,4,0
2024-03-31,京东,209,34,10,0
2024-03-31,拼多多,74,13,3,0
2024-03-31,抖音,171,42,13,0
2024-03-31,微信小程序,205,44,13,0
2024-04-01,天猫,734,128,38,5
2024-04-01,京东,546,94,26,4
2024-04-01,拼多多,635,99,23,3
2024-04-01,抖音,415,78,21,1
2024-04-01,微信小程序,302,57,19,1
2024-04-02,天猫,622,116,29,4
2024-04-02,京东,282,43,13,1
2024-04-02,拼多多,394,68,18,1
2024-04-02,抖音,952,179,46,3
2024-04-02,微信小程序,662,101,31,2
2024-04-03,天猫,603,122,32,5
2024-04-03,京东,91,16,4,0
2024-04-03,拼多多,492,89,30,2
2024-04-03,抖音,586,122,40,2
2024-04-03,微信小程序,309,68,15,1
2024-04-04,天猫,990,156,45,6
2024-04-04,京东,205,37,8,0
2024-04-04,拼多多,519,80,26,2
2024-04-04,抖音,94,14,4,0
2024-04-04,微信小程序,416,90,23,2
2024-04-05,天猫,383,95,27,3
2024-04-05,京东,692,147,43,5
2024-04-05,拼多多,327,63,18,1
2024-04-05,抖音,478,103,36,1
2024-04-05,微信小程序,389,66,23,1
2024-04-06,天猫,100,25,8,0
2024-04-06,京东,328,48,13,0
2024-04-06,拼多多,89,22,7,0
2024-04-06,抖音,115,19,4,0
2024-04-06,微信小程序,66,13,3,0
2024-04-07,天猫,975,147,51,5
2024-04-07,京东,461,93,29,3
2024-04-07,拼多多,437,93,25,2
2024-04-07,抖音,1352,211,52,3
2024-04-07,微信小程序,311,51,18,1
2024-04-08,天猫,999,144,31,5
2024-04-08,京东,383,56,13,2
2024-04-08,拼多多,635,129,41,4
2024-04-08,抖音,516,84,24,1
2024-04-08,微信小程序,83,14,4,0
2024-04-09,天猫,1206,176,59,7
2024-04-09,京东,1070,180,54,7
2024-04-09,拼多多,870,163,43,5
2024-04-09,抖音,614,97,22,1
2024-04-09,微信小程序,445,104,29,2
2024-04-10,天猫,752,125,41,4
2024-04-10,京东,440,73,15,2
2024-04-10,拼多多,428,70,16,2
2024-04-10,抖音,66,12,4,0
2024-04-10,微信小程序,206,46,16,0
2024-04-11,天猫,456,69,21,2
2024-04-11,京东,383,90,26,3
2024-04-11,拼多多,521,126,29,4
2024-04-11,抖音,1379,232,54,4
2024-04-11,微信小程序,256,46,15,0
2024-04-12,天猫,68,12,3,0
2024-04-12,京东,87,16,5,0
2024-04-12,拼多多,193,31,9,0
2024-04-12,抖音,142,21,6,0
2024-04-12,微信小程序,159,37,8,0
2024-04-13,天猫,400,86,21,2
2024-04-13,京东,330,70,17,3
2024-04-13,拼多多,480,90,20,3
2024-04-13,抖音,924,205,65,3
2024-04-13,微信小程序,636,106,36,2
2024-04-14,天猫,707,154,51,5
2024-04-14,京东,617,108,32,3
2024-04-14,拼多多,408,69,21,2
2024-04-14,抖音,586,88,24,1
2024-04-14,微信小程序,258,37,12,0
2024-04-15,天猫,542,124,33,5
2024-04-15,京东,614,131,42,5
2024-04-15,拼多多,316,48,15,1
2024-04-15,抖音,364,71,19,1
2024-04-15,微信小程序,242,43,14,0
2024-04-16,天猫,437,76,17,2
2024-04-16,京东,494,75,17,3
2024-04-16,拼多多,200,44,11,1
2024-04-16,抖音,439,65,18,1
2024-04-16,微信小程序,309,72,23,1
2024-04-17,天猫,446,100,34,3
2024-04-17,京东,256,61,20,2
2024-04-17,拼多多,1189,174,54,6
2024-04-17,抖音,749,151,48,2
2024-04-17,微信小程序,261,46,12,0
2024-04-18,天猫,223,48,16,0
2024-04-18,京东,193,41,10,0
2024-04-18,拼多多,252,46,10,0
2024-04-18,抖音,222,47,14,0
2024-04-18,微信小程序,203,38,11,0
2024-04-19,天猫,1006,189,43,7
2024-04-19,京东,249,50,13,1
2024-04-19,拼多多,1097,177,37,5
2024-04-19,抖音,788,193,68,3
2024-04-19,微信小程序,430,75,22,2
2024-04-20,天猫,393,81,22,2
2024-04-20,京东,323,69,20,2
2024-04-20,拼多多,878,150,43,4
2024-04-20,抖音,136,24,6,0
2024-04-20,微信小程序,72,13,4,0
2024-04-21,天猫,402,92,20,2
2024-04-21,京东,195,28,9,0
2024-04-21,拼多多,735,141,38,5
2024-04-21,抖音,1181,267,88,4
2024-04-21,微信小程序,828,135,45,3
2024-04-22,天猫,640,131,41,4
2024-04-22,京东,727,126,26,4
2024-04-22,拼多多,581,124,40,3
2024-04-22,抖音,386,74,18,1
2024-04-22,微信小程序,229,43,10,0
2024-04-23,天猫,610,132,30,4
2024-04-23,京东,647,122,41,4
2024-04-23,拼多多,629,147,36,4
2024-04-23,抖音,665,130,30,2
2024-04-23,微信小程序,189,47,12,1
2024-04-24,天猫,270,39,11,0
2024-04-24,京东,180,28,9,0
2024-04-24,拼多多,113,17,6,0
2024-04-24,抖音,104,16,5,0
2024-04-24,微信小程序,73,17,5,0
2024-04-25,天猫,522,124,42,4
2024-04-25,京东,576,117,34,5
2024-04-25,拼多多,936,149,36,4
2024-04-25,抖音,349,81,19,1
2024-04-25,微信小程序,70,16,4,0
2024-04-26,天猫,498,78,20,3
2024-04-26,京东,444,64,15,1
2024-04-26,拼多多,224,46,12,1
2024-04-26,抖音,468,67,19,1
2024-04-26,微信小程序,651,103,36,3
2024-04-27,天猫,135,21,7,0
2024-04-27,京东,464,89,26,2
2024-04-27,拼多多,160,37,11,1
2024-04-27,抖音,140,22,8,0
2024-04-27,微信小程序,406,77,25,2
2024-04-28,天猫,759,127,29,5
2024-04-28,京东,170,31,9,1
2024-04-28,拼多多,566,116,40,3
2024-04-28,抖音,643,96,21,1
2024-04-28,微信小程序,56,10,3,0
2024-04-29,天猫,453,75,23,2
2024-04-29,京东,487,97,27,3
2024-04-29,拼多多,521,101,28,2
2024-04-29,抖音,1012,236,53,4
2024-04-29,微信小程序,399,86,30,2
2024-04-30,天猫,166,25,5,0
2024-04-30,京东,112,27,6,0
2024-04-30,拼多多,105,16,4,0
2024-04-30,抖音,124,30,8,0
2024-04-30,微信小程序,159,29,10,0
2024-05-01,天猫,1026,155,43,6
2024-05-01,京东,556,123,41,4
2024-05-01,拼多多,243,48,13,0
2024-05-01,抖音,402,99,23,1
2024-05-01,微信小程序,135,24,6,0
2024-05-02,天猫,922,168,35,7
2024-05-02,京东,488,83,27,2
2024-05-02,拼多多,436,94,31,3
2024-05-02,抖音,550,135,30,2
2024-05-02,微信小程序,405,62,18,1
2024-05-03,天猫,254,41,11,1
2024-05-03,京东,457,71,21,2
2024-05-03,拼多多,458,97,29,3
2024-05-03,抖音,481,83,18,1
2024-05-03,微信小程序,334,73,23,1
2024-05-04,天猫,436,73,17,2
2024-05-04,京东,464,101,29,3
2024-05-04,拼多多,569,90,20,3
2024-05-04,抖音,1010,158,34,2
2024-05-04,微信小程序,267,56,12,1
2024-05-05,天猫,340,53,17,1
2024-05-05,京东,415,70,18,2
2024-05-05,拼多多,747,113,23,3
2024-05-05,抖音,713,159,46,2
2024-05-05,微信小程序,527,112,35,3
2024-05-06,天猫,1040,241,77,9
2024-05-06,京东,440,83,27,2
2024-05-06,拼多多,386,81,27,2
2024-05-06,抖音,442,88,21,1
2024-05-06,微信小程序,248,47,16,1
2024-05-07,天猫,1624,323,110,14
2024-05-07,京东,655,95,24,3
2024-05-07,拼多多,559,105,34,3
2024-05-07,抖音,319,71,21,1
2024-05-07,微信小程序,176,28,7,0
2024-05-08,天猫,386,80,18,2
2024-05-08,京东,384,90,23,3
2024-05-08,拼多多,1034,159,43,5
2024-05-08,抖音,851,183,56,3
2024-05-08,微信小程序,591,108,28,3
2024-05-09,天猫,1063,181,57,7
2024-05-09,京东,551,133,40,5
2024-05-09,拼多多,895,136,41,4
2024-05-09,抖音,1560,245,80,4
2024-05-09,微信小程序,501,73,18,1
2024-05-10,天猫,896,142,44,6
2024-05-10,京东,820,138,34,5
2024-05-10,拼多多,570,121,31,4
2024-05-10,抖音,302,72,24,1
2024-05-10,微信小程序,696,104,31,2
2024-05-11,天猫,274,47,13,0
2024-05-11,京东,108,18,4,0
2024-05-11,拼多多,113,22,6,0
2024-05-11,抖音,169,33,10,0
2024-05-11,微信小程序,115,24,6,0
2024-05-12,天猫,506,109,24,3
2024-05-12,京东,383,84,21,3
2024-05-12,拼多多,408,73,21,1
2024-05-12,抖音,753,153,48,2
2024-05-12,微信小程序,293,50,16,1
2024-05-13,天猫,539,82,23,3
2024-05-13,京东,448,104,23,4
2024-05-13,拼多多,1019,179,54,6
2024-05-13,抖音,593,124,32,2
2024-05-13,微信小程序,392,70,19,2
2024-05-14,天猫,257,40,12,0
2024-05-14,京东,802,140,44,6
2024-05-14,拼多多,509,117,24,3
2024-05-14,抖音,2827,434,97,7
2024-05-14,微信小程序,464,98,29,2
2024-05-15,天猫,440,82,23,3
2024-05-15,京东,232,35,8,1
2024-05-15,拼多多,309,61,16,1
2024-05-15,抖音,142,22,7,0
2024-05-15,微信小程序,239,36,9,0
2024-05-16,天猫,465,109,37,4
2024-05-16,京东,843,123,25,5
2024-05-16,拼多多,298,63,19,2
2024-05-16,抖音,322,73,18,1
2024-05-16,微信小程序,556,103,31,2
2024-05-17,天猫,781,120,35,4
2024-05-17,京东,428,80,18,3
2024-05-17,拼多多,971,161,37,5
2024-05-17,抖音,238,44,14,0
2024-05-17,微信小程序,318,59,19,1
2024-05-18,天猫,726,109,22,3
2024-05-18,京东,589,86,20,3
2024-05-18,拼多多,315,74,22,2
2024-05-18,抖音,345,65,15,1
2024-05-18,微信小程序,830,133,34,3
2024-05-19,天猫,456,100,33,3
2024-05-19,京东,412,83,18,3
2024-05-19,拼多多,289,45,12,0
2024-05-19,抖音,1051,249,64,4
2024-05-19,微信小程序,262,53,13,1
2024-05-20,天猫,634,133,36,4
2024-05-20,京东,328,57,15,1
2024-05-20,拼多多,822,193,62,7
2024-05-20,抖音,952,230,69,4
2024-05-20,微信小程序,328,50,13,1
2024-05-21,天猫,186,29,8,0
2024-05-21,京东,100,25,7,0
2024-05-21,拼多多,69,10,2,0
2024-05-21,抖音,144,33,9,0
2024-05-21,微信小程序,173,42,12,0
2024-05-22,天猫,990,161,51,6
2024-05-22,京东,425,70,22,3
2024-05-22,拼多多,615,90,24,2
2024-05-22,抖音,518,84,28,1
2024-05-22,微信小程序,428,80,21,2
2024-05-23,天猫,1132,169,46,6
